n_tombo;ano_edicao;classificacao;titulo_livro;autor;volume;assunto
0434/06;1999;869.93 / B 933q;A Quarta parte do mundo: Romance;Bulcão_ Clovis;1;Literatura Brasileira - Romance
0336/10;2010;808.899282 / B 933L;Leopoldina: A princesa do Brasil;Bulcão_ Clovis;1;Literatura Juvenil
358/90;c1975;891.73 / B 933m;O Mestre e a Margarida;Bulgakov_ Mikhail Afanassievitch ;1;Literatura Russa
0440/17;2003;796.8154 / B 935a;Aikido_ o caminho da sabedoria;Bull_ Wagner;1;Aikido
0176/23;;228.06 / B 938t;O terceiro milênio e as profecias do Apocalipse;Bullón_ Alejandro;1;Bíblia. N.T. Apocalipse - Crítica_ interpretação_ etc.
906/83;1969;330.9 / B 933d;Dois conceitos de Lucro;Bulhões_ Octavio Gouvêa de ;1;Política Econômica
624/90;1971;860 / B 938a;Amanhã Digo Basta;Bullrich_ Silvina ;1;Literatura  Argentina -Romance
978/84;1970;860 / B 938;Um Momento Muito Longo;Bullrich_ Silvina ;1;Literatura  Argentina -Romance
0949/98;c. 1970;860 / B 938b;Bodas de cristal;Bullrich_ Silvina ;1;Literatura  Argentina -Romance
275/79 – 276/79;1976;149.94 / B 942t;Tratado de Filosofia Básica;Bunge_ Mario ;2;1-Filologia /2-Filosofia /3-Semântica - Filosofia
7582;1964;891.73 / B 942a;A Aldeia;Bunin_ Ivan ;1;Literatura Russa
474/83 – 101/74;1971;891.73 / B 942a;O Amor de Mítia;Bunin_ Ivan ;2;Literatura Russa
0018/06;s.d.;823 / B 955u;A Última missão;Burgess_ Anthony ;1;Literatura  Inglesa – Romance
866/84;1979;823 / B 955h;O Homem de Nazaré;Burgess_ Anthony ;1;Literatura  Inglesa – Romance
1141/90;1975;823 / B 955m;Mel  Para os Ursos;Burgess_ Anthony ;1;Literatura  Inglesa – Romance
0020/20;2005;813 / B959c;Ciúme sem corpo: mais uma eletrizante historia do detetive Dave;Burke_ James Lee;1;Literatura Americana
358/74;1974;370 / B 959t;Televisão Educativa;Burke_ Richard C.  (org.);1;1-Televisão na educação /2-Televisão na escola secundária /3-Televisão no nível elementar
946/90;1990;070.4 / B 959j;Jornalismo Científico : como Escrever Sobre Ciência_ Medicina e Alta Tecnologia para os Meios de Comunição ;Burkett_ Warren ;1;Como Escrever Sobre Ciência_ Medicina e Alta Tecnologia Para os Meios de Comunicação
1423/97;1994;271.79 / B 962t;Templários: os cavaleiros de Deus;Burman_ Edward;1;Igreja - Religião
0026/87;1952;R 910.981 / B 962v;Viagem ao Brasil através das províncias do Rio de Janeiro e Minas Gerais;Burmeister_ Hermann ;1;História Natural dos Distritos Auri-Diamantíferos / 2-Brasil - História e Viagens 
0061/18;s.d.;355 / S 957a;A arte da guerra: os treze capítulos originais;Bushidô_ Nikko;1;Arte e Ciência Militar
0445/11 - 0181/10;2003;808.899282 / B 979q;Quer TC comigo?;Busin_ Valéria Melki;2;Literatura Juvenil
0037/04;1976;690 / B 894a;Arquitetura_ industrialização e desenvolvimento;Bruna_ Paulo Júlio Valentino;1;
1028/86 – 912/87;1964;843 / B 963f;A Fascinante Espanhola;Burnat_ Jean ;2;Literatura Francesa  - Romance
0051/96;1970;J 028.5 / B 964p;O Pequeno Lorde;Burnet_ Frances Hodgson ;1;Literatura Juvenil
0317/23;2014;808.899282 / H 691p;O Pequeno Lorde;Burnet_ Frances Hodgson ;1;Literatura Juvenil
0524/08 - 0246/14;2013;808.899282 / B 964j;O Jardim Secreto;Burnet_ Frances Hodgson ;2;Literatura Juvenil
0006/23 - 0007/23;2019;808.899282 / B 964j;O Jardim Secreto;Burnet_ Frances Hodgson ;2;Literatura Juvenil
0698/96;1991;302.2 / B 964L;A Língua Envergonhada;Burnett_ Lago ;1;1-Comunicação /2-Jornalistas - Linguagem
242/82 – 958/90;1972;823 / B 964p;O Pequeno César;Burnett_ W. R. ;2;Literatura  Inglesa – Romance
1109/86 – 081/93 – 089/93 – 0928/84;1952;R 901.9 / B 967h;História da Civilização Ocidental;Burns_ Edward McNall ;4;Civilização Ocidental
1150/76 – 658/79;1968;J 028.5 / B 972f;O Filho de Tarzan;Burroughs_ Edgar Rice;2;Literatura Juvenil
1149/76;1968;J 028.5 / B 972t;O Tesouro de Tarzan;Burroughs_ Edgar Rice;1;Literatura Juvenil
7520/69 – 660/79;1958;J 028.5 / B 972t;Tarzan na Selva;Burroughs_ Edgar Rice;2;Literatura Juvenil
659/79;1968;J 028.5 / B 972t;Tarzan_ O Rei da Jângal;Burroughs_ Edgar Rice;1;Literatura Juvenil
0860/95;c. 1939;J 028.5 / B 972t;Tarzan_ o Magnífico ;Burroughs_ Edgar Rice;1;Literatura Juvenil
0540/95;1984;615.7 / B 972c;Cartas do Yage;Burroughs_ William e Outro;1;1-Droga – Yage usada pelos Índios da Cabeceira do Amazonas /2-Droga Telepática - Alucinógena
502/76 – 503/76 – 504/76 – 505/76 – 506/76 – 508/76 – 509/76;s.d.;R 591.030 /B 974e;Enciclopédia do Reino Animal;Burton_ Maurice ;1;Budismo
0240/97 – 1074/97 – 0217/02;1982;J 028.5 / B 976h;A História de uma folha: uma fábula para todas as idades;Buscaglia_ Leo;3;Literatura Infanto Juvenil
1037/84;s.d.;940.5 / B 977t;A Tragédia do Cabo Norte;Busch_ Fritz Otto ;1;Segunda Guerra Mundial_ 1939-1945- Batalha do Scharnhorst
395/80;c. 1944;823 / B 977d;Duelo ao Sol;Busch_ Niven ;1;Literatura  Inglesa – Romance
0429/16;2003;306.7 / B 949s;Sex and the city – o sexo e  a cidade;Bushmell_ Candace;1;
0026/16;2011;Direito Animal / B 981g;Gatos sortudos: histórias emocionantes de bichanos resgatados;Bussab_ Juliana;1;Gatos
1835/90;1987;338.9 / B 985c;A Contribuição de Hayek às idéias políticas e econômicas de nosso tempo;Butler_ Eamonn ;1;1-Hayek_ Friedrich /2-Política Econômica
349/74;1973;790 / B 985r;Recreação;Butler_ George D. ;1;1-Divertimentos / 2-Liderança
1434/90 – 100/93;c. 1983;133 / B 985i;Introdução à telepatia: os segredos da comunicação mente a mente;Butler_ W. E. ;2;Telepatia
0168/06;1958;843 / B 983m;A Modificação ;Butor_ Michel ;1;Literatura Francesa - Romance
46/73;1963;843 / B 988e;O Emprego do Tempo;Butor_ Michel ;1;Literatura Francesa  - Romance
0636/08;c. 1994;808.899 / B 988f;O feudo sangrento de Alteu;Butterfield_ John et al;1;Mitologia Grega - Alteu
0825/98;1980;001.94 / B 988f;O Fenômeno UFO;Buttlar_ Johannes von ;1;1-Enigmas/ 2-UFO
931/89;1986;853 / B 992d;O Deserto dos Tártaros;Buzzati_ Dino ;1;Literatura  Italiana - Romance
0091/08;1984;853 / B 992d;O Deserto dos Tártaros;Buzzati_ Dino ;1;Literatura  Italiana - Romance
0412/01;1992;107 / B 992f;Filosofia para principiantes;Buzzi_ Arcângelo R. ;1;Filosofia - Estudo
297/90;1979;101 / B 992i;Introdução ao pensar: o ser_ o conhecer a linguagem;Buzzi_ Arcângelo R. ;1;Filosofia
1088/88;1979;153 / B 922i;Introdução ao pensar: o ser_ o conhecer a linguagem;Buzzi_ Arcângelo R. ;1;Psicologia -Compreensão - conhecimento
6960;1961;681 / B 992m;Manual de Bobinagem;Buzzoni_ H. A. ;1;1-Manuais Técnicos Lep /2-Profissões Mecânicas
0374/11;2006;808.899282 / B 994m;Molly Moon conquista Hollywood;Byng_ Georgia;1;Literatura Infanto-Juvenil
0375/11;2011;808.899282 / B 994i;O incrível livro de hipnotismo de Molly Moon;Byng_ Georgia;1;Literatura Juvenil
0272/13;2007;158.1 / B 995s;The Secret - O segredo;Byrne_ Rhonda;1;Auto-Realização (Psicologia)
0427/16 – 0428/16 (ex.2);2007;131 / B 995s;The Secret - O segredo;Byrne_ Rhonda;2;Pensamento novo / Cura pela mente / Saude / Sucesso – aspectos psicológicos / Autorrealização(psicologia) / felicidades
991;1948;940 / B 995f;Falando francamente;Byrnes_ James Francis ;1;1-Política  Internacional /2-Paz /3-Reconstrução
0861/95 – 1174/99;c. 1985;823 / K 76h;O Homem Duplo;C. J. Kock;2;Literatura Austríaca
2173/90 – 1258/96;c. 1987; 823 / K 76a;O Ano de Viver Perigosamente;C. J. Kock;2;Literatura Australiana
3847;s.d.;535 / C 113m;El Microscópio;Caballero_ Ernesto ;1;Microscópio
0274/08+A3226:H3250 / 0275/08 / 0070/13;2005;808.899282/ C 116g;A Garota Americana;Cabot_ Meg;3;Literatura Juvenil
0283/22;2014;813 / C 116n;A noiva é tamanho 42;Cabot_ Meg;1;Literatura americana - romance
0353/23;2006;808.899282 / C 116p;A princesa apaixonada;Cabot_ Meg;1;Literatura Juvenil
0359/11 - 0262/19;2010;808.899282 / C 116p;A princesa apaixonada;Cabot_ Meg;2;Literatura Juvenil
0259/19;2004;808.899282 / C 116p;A princesa à espera;Cabot_ Meg;1;Literatura Juvenil
0263/22;2007;808.899282 / C 116p;A princesa à espera;Cabot_ Meg;1;Literatura Juvenil
0278/08 - 0348/23;2005;808.899282 / C 116p;A princesa de rosa shocking;Cabot_ Meg;2;Literatura Juvenil
0351/23;2006;808.899282 / C 116p;A princesa na balada;Cabot_ Meg;1;Literatura Juvenil
0354/23;2007;808.899282 / C 116p;A princesa no limite;Cabot_ Meg;1;Literatura Juvenil
0261/19;2004;808.899282 / C 116p;A princesa sob os refletores;Cabot_ Meg;1;Literatura Juvenil
0350/23;2006;808.899282 / C 116p;A princesa sob os refletores;Cabot_ Meg;1;Literatura Juvenil
0349/23;2006;808.899282 / C 116p;A princesa em treinamento;Cabot_ Meg;1;Literatura Juvenil
0373/11;2010;808.899282 / C 116p;A princesa em treinamento;Cabot_ Meg;1;Literatura Juvenil
0149/13;2013;808.899282 / C 116t;A terra das sombras;Cabot_ Meg;1;Literatura Juvenil
0079/11;2010;808.899282 / C 116L;As leis de Allie Frinkle;Cabot_ Meg;1;Literatura Juvenil
0067/13;2011;808.899282 / C 116a;Avalon High;Cabot_ Meg;1;Literatura Juvenil
0065/13;2012;808.899282 / C 116c;Crepúsculo;Cabot_ Meg;1;Literatura Juvenil
0372/11;2011;808.899282 / C 112g;Garoto encontra garota;Cabot_ Meg;1;Literatura Juvenil
0069/13;2011;808.899282 / C 116i;Ídolo teen;Cabot_ Meg;1;Literatura Juvenil
0066/13;2011;808.899282 / C 116a;O Arcano nove;Cabot_ Meg;1;Literatura Juvenil
0242/15;2003;813 / C 116d;O diário da princesa;Cabot_ Meg;1;Literatura americana - romance
0260/19;2004;808.899282 / C 116d;O diário da princesa;Cabot_ Meg;1;Literatura Juvenil
0434//16 – 0435/16 (ex2) – 0436/16 (ex.3);2007;808.899282 / C 116p;O presente da princesa;Cabot_ Meg;3;Literatura Juvenil
0032/11;2010;808.899282 / C 116p;Princesa sob os refletores;Cabot_ Meg;1;Literatura Juvenil
0071/13;2011;808.899282 / C 116q;Quase pronta;Cabot_ Meg;1;Literatura Juvenil
311/19;2009;808899282 / C1165;Sorte ou Azar?;Cabot_ Meg;1;Literatura Juvenil
0282/22;2013;813 / C 116tp;Tamanho 42 e pronta para arrasar;Cabot_ Meg;1;Literatura americana - romance
0280/22;2009;813 / C 116t;Tamanho 44 também não é gorda;Cabot_ Meg;1;Literatura americana - romance
0281/22;2011;813 / C 116tn;Tamanho não importa;Cabot_ Meg;1;Literatura americana - romance
0659/09;2009;808.899282 / C 116t;Todo garoto tem;Cabot_ Meg;1;Literatura Juvenil
610/79;1978;398.981 / C 117a;Achegas ao Estudo do Folclore Brasileiro;Cabral_ Alfredo do Valle ;1;Folclore - Brasil
205/84;1972;R 150 / C 117b;Uma Breve História da psicologia;Cabral_ Álvaro  e Eduardo Pinto de Oliveira;1;Psicologia - história
240/92;1984;079.81 / C 117q;A quinta catástofre: como entender o conflito nuclear;Cabral_ Antônio ;1;Reportagem – energia atômica
65/84;1982;J 028.5 / C 117z;Zé Pirulito;Cabral_ Astrid;1;Literatura Infanto Juvenil
0018/05;1986;869.91 / C 117L;Lição de Alice: Poemas;Cabral_ Astrid;1;Literatura Brasileira - Poesia
0586/95;1973;R 410 / C 117i;Introdução à Linguística;Cabral_ Leonor Scliar ;1;Linguística
4982;1960;92 /J 62c;João Maria;Cabral_ Oswaldo R.  ;1;João Maria_ o Monge - Biografia
1246/76;1970;981.64 / C 117h;História de Santa Catarina;Cabral_ Oswaldo R.  ;1;1-Brasil-História /2-Santa Catarina - história
681/91;c. 1978;869.93 / C 117d;Direita_ Esquerda_ Volver;Cabral_ Plínio ;1;Literatura Brasileira - Romance
390/87;1977;869.93 / C 117m;Matadouro Humano;Cabral_ Reinaldo ;1;Literatura Brasileira - Romance
788/79;1979;927 / C 117 a;ABC de Sérgio Cabral: Um Desfile dos Craques da MPB;Cabral_ Sérgio ;1;Músicos Brasileiros
0193/23;1997;927.845 / C 117a;Antônio Carlos Jobim;Cabral_ Sérgio ;1;Tom Jobim
0459/08 - 0460/08;c. 1996;361.80981 / C 117e;As Escolas de Samba do Rio de Janeiro;Cabral_ Sérgio ;2;1- Escolas de Samba (RJ) - História /2- História - Escolas de Samba (RJ)
0411/08 - 0412/08 - 0413/08;2007;927 / G 751c;Grande Otelo: uma Biografia;Cabral_ Sérgio ;3;Grande Otelo - 1915-1992 - Biografia
0418/08 - 0419/08;2001;927 / L 433c;Nara Leão: Uma Biografia;Cabral_ Sérgio ;2;Nara Leão - 1942 - 1989 - Biografia
0461/08 - 0462/08;c. 2005;927 - A 449c;No tempo de Almirante: uma história do rádio e da MPB;Cabral_ Sérgio ;2;Almirante - (Henrique Foreis Domingues - 1908-19890 - Biografia
779/87;1978;927.845 / P 694c;Pinxinguinha Vida e Obra;Cabral_ Sérgio ;1;Música Popular Brasileira
0428/08 - 0429/08;s.d.;927 / P 694c;Pinxinguinha Vida e Obra;Cabral_ Sérgio ;2;Pixinguinha (1898 - 1973) - Biografia
219/82;s.d.;R 301.15 / C 117c;Chefia e Liderança;Cabreiro_ Araguarino R. ;1;Admin. de Empresas–Curso de
2035/90;1985;869.91 / C 118b;Beijo na Boca: e Outros Poemas;Cacaso ;1;Literatura Brasileira - Poesia
402/78;1977;R 299.603 C 118d;Dicionário de Cultos Afro Brasileiros;Cacciatore_ Olga Gudolle ;1;Cultos Afro Brasileiros - Dicionários
0450/08;2005;869.93 / C 121d;Donina: Romance do Goiás do Século XIX;Cadaxa_ A. B. Mendes;1;Literatura Brasileira - Romance
0127/05;1985;299 / C 121t;Teu corpo é ouro só: ritos de iniciação vodu;Cadaxa_ A. B. Mendes;1;Vodu
759/92;1986;808.8 / C 122q;O Que é Literatura Infantil;Cademartori_ Ligia ;1;Literatura Infanto - Juvenil
402/82;1973;92 / C 129f;A Fabulosa Jacqueline;Cafarakis_ Christian;1;Biografia
113/76;1962;248 / C 129c;Cartas sobre a Oração;Caffarel_ Henri ;1;Oração – Prática Religiosa
1300/89;1986;028.509 / C 131L;Livro que te Quero Livre;Cagneti_ Sueli de Souza ;1;Literatura Juvenil- História e Crítica
1300/89;1986;J 028.5 / C 131L;Livro que te Quero Livre;Cagneti_ Sueli de Souza ;1;Literatura Juvenil- História e Crítica
10369;1966;940.5 / C 133m;A Missão;Caidin_ Martin ;1;Segunda Guerra Mundial_ 1939-1945- História
0351/05;1968;940.5 / C 133c;Chacina nos céus do Extremo Oriente;Caidin_ Martin ;1;1- Segunda Guerra mundial – 1939-1945  /2- Guerra Aérea no Extremo Oriente e no Pacífico  / 3- Segunda Guerra mundial – Invasão da China
528/82;1975;R 616.73 / C 134p;Pescoço e Braço;Cailliet_ Rene ;1;Braços e Pescoço - Doenças
515/82;1975;R 616.73 / C 134p;Pé e Tornozelo;Cailliet_ Rene ;1;Doenças- Pé e Tornozelo
513/82;1975;R 616.73 / C 134L;Lombalgias;Cailliet_ Rene ;1;1-Dores Lombares /2-Espinhas - Doenças /3-Lombalgias - Medicina
522/82;1974;R 616.73 / C 134m;Mão: Dor e Incapacidade;Cailliet_ Rene ;1;Mão - Doenças
521/82;1974;R 616.73 / C 134j;Joelho: Dor e Incapacidade;Cailliet_ Rene ;1;Joelho - Doenças
1386/86;1974;813 / C 135v;A Viúva;Caine_ Lynn;1;Literatura Americana – romance 
0492/95;1987;R 616 / C 136g;Guia de Medicina Homeopática;Cairo_ Nilo ;1;Homeopatia – Matéria Médica e Tratamento
0055/04;2001;R 981 / C 133v;Visconde de Cairu;Cairu_ Visconde de;1;Brasil - História
0585/04 – 312/85;1984;869.93 / C 138f;O Folclore da Caixa: Contos;Caixa Econômica Federal. Conjunto Cultural;2;1- Conto Brasileiro – Folclore / 2- Caixa Econômica Federal – Contos / 3- Folclore – Contos – CEF
1775/90;1976;928 / So 687c;O carvalho e o bezerro;Cajado_ Octávio Mendes ;1;Soljenítsin_ Alexandre
0571/07;2002;133.9 / C 139e;Existe vida ... Depois do Casamento?;Cajazeiras_ Francisco;1;1-Família - sexualidade no casamento /2-Espiritismo - casamento
469/16 - 0295/19;2003;923.2 / C 141m;Memórias;Calábria_ Mário;2;Calábria_ Mário_ 1923 / 2- Embaixadores – Brasil – Biografia
0177/01;1986;J 028.5 / C 141g;O Grilo do Grilo;Calado_ Ivanir;1;Literatura Infanto Juvenil
268/81;s.d.;R 929.9 / C 142b;A Bandeira do Brasil;Calandriello_ Antônio;1;Bandeira do Brasil
0238/23;2006;At 833 / C 143k;K.;Calasso_ Roberto;1;Kafka_ Franz
0198/08;1992;659.13 / C 141p;Propaganda subliminar multimídia;Calazans_ Flávio Mário de Alcantara;1;1- Projeção subliminar /2- Propaganda - aspectos psicológicos /3- Propaganda política
0699/02;1983;869.91 / C 143L;Lagoa Azul: Versos;Calazans_ Nemécio;1;Literatura Brasileira - Poesia
688/83 – 689/83 – 690/83 – 691/83 – 692/83 – 5671 – 5672 – 5673 – 5674 – 5675;1964;R 469.3 / C 145d;Dicionário Contemporâneo da Língua Portuguêsa;Caldas_ Aulete;1;Dicionário Português
650/89 – 651/89 – 652/89 – 653/89 – 654/89;1970;R 469.3 / C 145d;Dicionário Contemporâneo da Língua Portuguesa;Caldas_ Aulete;1;Língua Portuguesa-Dicionários
894/95;1983;J 028.5 / C 145v;O Vestido da centopéia;Caldas_ Bonifácio;1;Literatura Infanto Juvenil
5653;1965;869.92 / C 145c;Corgo do Vau;Caldas_ E. C. ;1;Literatura Brasileira – Teatro
0846/98;1985;R 340.014/C 145L;O Latim no Direito;Caldas_ Gilberto ;1;1-Direito-Linguagem/2-LínguaLatina – Dicionários
0614/98;1990;J 028.5 / C 145v;Viva a diferença;Caldas_ Roberto;1;Literatura Infanto Juvenil
4503;1960;370 / C 146m;Menores no Meio Rural (Trabalho de Escolarização);Caldeira_ Clóvis ;1;1-Ensino /2-Sociedade e educação
0127/08;1995;923.381 / C 146m;Mauá: empresário do império;Caldeira_ Jorge;1;1- Mauá_ Irineu Evangelista de Souza_ Visconde de_ 1813-1889 - Biografia
0848/95;c. 1980;530.1 / C 146u;O universo de Einstein;Calder_ Nigel;1;Física   
9825 – 9826 – 9827 – 9828;s.d.;R 657 / C 146b;Biblioteca Prática Comercial Brasileira;Calderalli_ Antônio ;1;1-Finanças / 2-Legislação Tributária / 3-Economia / 4-Contabilidade / 5-Administração
474/80;1961;813 / C 147c;Chão Trágico;Caldwell_ Erskine ;1;Literatura Americana – Romance 
841/75;1962;813 / C 147j;Jenny;Caldwell_ Erskine ;1;Literatura Americana – Romance 
101/85;1949;813 / C147t;Três Destinos;Caldwell_ Erskine ;1;Literatura Americana – Romance 
417/77;1967;813 / C 147f;Frenesi de Verão;Caldwell_ Erskine ;1;1-Literatura Americana – Novela /2-Novelas Americanas
1079/86;s.d.;813 / C 147c;A Casa Grande;Caldwell_ Taylor ;1;Literatura Americana – Romance 
071/85;1970;813 / C 147c;A Cidade de Aço;Caldwell_ Taylor ;1;Literatura Americana – Romance 
0091/17;1965;813 / C 147d;A dinastia da morte;Caldwell_ Taylor ;1;Literatura Americana – Romance 
908/86;1979;813 / C 147g;A Glória que Passou;Caldwell_ Taylor ;1;Literatura Americana – Romance 
1084/86;s.d.;813 / C 147h;A Hora Derradeira;Caldwell_ Taylor ;1;Literatura Americana – Romance 
903/86;1971;813 / C 147L;A Luz e as Trevas;Caldwell_ Taylor ;1;Literatura Americana – Romance 
0059/06;1975;813 / C 145t;A Terra de Deus;Caldwell_ Taylor ;1;Literatura Americana – Romance 
0086/17;1949;813 / C 147a;Amor com amor se paga;Caldwell_ Taylor ;1;Literatura Americana – Romance 
0089/17;1971;813 / C 147a;Amor com amor se paga;Caldwell_ Taylor ;1;Literatura Americana – Romance 
901/86;1984;813 / C 147d;Doce Vitória;Caldwell_ Taylor ;1;Literatura Americana – Romance 
0522/01;1987;813 / C 147d;Doce Vitória;Caldwell_ Taylor ;1;Literatura Americana – Romance 
795/86;1977;813 / C 147e;Eu_ Judas;Caldwell_ Taylor ;1;Literatura Americana – Romance 
0051/06;s.d.;813 / C 147m;Médico de Homens e de Almas;Caldwell_ Taylor ;1;Literatura Americana – Romance 
004/20;2013;813 / C 147m;Médico de Homens e de Almas;Caldwell_ Taylor ;1;Literatura Americana
776/84;1948;813 / C 147m;Melissa;Caldwell_ Taylor ;1;Literatura Americana – Romance 
837/88;c. 1986;813 / C 147n;Nunca Vencedora_ nunca Derrotada;Caldwell_ Taylor ;1;Literatura Americana – Romance 
911/86;s.d.;813 / C 147a;O Anjo Mau;Caldwell_ Taylor ;1;Literatura Americana – Romance 
0085/17;1943;813 / C 147l;A Luz e as trevas;Caldwell_ Taylor ;1;Literatura Americana – Romance 
737/83 – 1137/96;1946;813 / C 147c;O Começo do Fim;Caldwell_ Taylor ;2;Literatura Americana – Romance 
406/81;1960;813 / C 147c;O Confessor;Caldwell_ Taylor ;1;Literatura Americana – Romance 
0090/17;1982;813 / C 147d;O desafio do justo;Caldwell_ Taylor ;1;Literatura Americana – Romance 
0003/09;2005;813 / C 147e;O enigma do quarto;Caldwell_ Taylor ;1;Literatura Americana - Ficção
1625/84;1963;813 / C 147f;O Fantasma de Clara;Caldwell_ Taylor ;1;Literatura Americana – Romance 
998/89;1979;813 / C 147f;O Fiel da Balança;Caldwell_ Taylor ;1;Literatura Americana – Romance 
1206/96 – 1207/96;c. 1961;813 / C 147f;O Fiel da Balança;Caldwell_ Taylor ;2;Literatura Americana – Romance 
0338/95 - 0638/02 - 0084/17;c.1970;813 / C 147g;O Grande Amigo de Deus;Caldwell_ Taylor ;3;Paulo_ Apóstolo_ Santo - Ficção
0116/83 – 878/90;1978;813 / C 147r;O Rio é a Luz;Caldwell_ Taylor ;2;Literatura Americana – Romance 
1120/84 – 0445/88;c. 1975;813 / C 147r;O Romance da Atlântida;Caldwell_ Taylor ;2;Literatura Americana – Romance 
1080/86;s.d.;813 / C 147r;O Rugido do Trovão;Caldwell_ Taylor ;1;Literatura Americana – Romance 
